family,regime,dist,n,arm,shortlist,mean,ci_lo,ci_hi,seeds,rerun_outstanding
routereval,beta0,all_weak,100,langgraph,embed,0.27640000000000003,0.2644,0.2884,5,False
routereval,beta0,all_weak,100,llama,embed,0.2718,0.2634,0.28,5,False
routereval,beta0,all_weak,100,maf,embed,0.2806,0.2752,0.2862,5,False
routereval,beta0,all_weak,100,openai,embed,0.2652,0.2496,0.2808,5,False
routereval,beta0,all_weak,100,smol,embed,0.2844,0.27199999999999996,0.2964,5,False
routereval,beta0,all_weak,100,autogen,va_cohort,0.273,0.2656,0.2808,5,False
routereval,beta0,all_weak,100,langgraph,va_cohort,0.28200000000000003,0.2702,0.29399999999999993,5,False
routereval,beta0,all_weak,100,llama,va_cohort,0.275,0.2718,0.27820000000000006,5,False
routereval,beta0,all_weak,100,maf,va_cohort,0.2748,0.2602,0.29159999999999997,5,False
routereval,beta0,all_weak,100,openai,va_cohort,0.2766,0.2662,0.2880249999999999,5,False
routereval,beta0,all_weak,100,smol,va_cohort,0.28419999999999995,0.27059500000000003,0.3034,5,False
routereval,beta05_random,all_weak,100,oracle,-,0.3122,0.2988,0.3258,5,False
routereval,beta05_random,all_weak,100,MIDIAN-VA (whole population),-,0.2862,0.2756,0.29719999999999996,5,False
routereval,beta05_random,all_weak,100,autogen,tfidf,0.2554,0.2398,0.26821,5,False
routereval,beta05_random,all_weak,100,langgraph,tfidf,0.2666,0.2508,0.282405,5,False
routereval,beta05_random,all_weak,100,llama,tfidf,0.27380000000000004,0.26137499999999997,0.2914,5,False
routereval,beta05_random,all_weak,100,maf,tfidf,0.26480000000000004,0.2564,0.2732,5,False
routereval,beta05_random,all_weak,100,openai,tfidf,0.2822,0.2716,0.29280000000000006,5,False
routereval,beta05_random,all_weak,100,smol,tfidf,0.2648,0.2486,0.2828,5,False
routereval,beta05_random,all_weak,100,autogen,embed,0.28500000000000003,0.2766,0.2952,5,False
routereval,beta05_random,all_weak,100,langgraph,embed,0.2858,0.2662,0.303,5,False
routereval,beta05_random,all_weak,100,llama,embed,0.28559999999999997,0.275,0.2942,5,False
routereval,beta05_random,all_weak,100,maf,embed,0.2846,0.2774,0.29359999999999997,5,False
routereval,beta05_random,all_weak,100,openai,embed,0.27880000000000005,0.2662,0.29359999999999997,5,False
routereval,beta05_random,all_weak,100,smol,embed,0.28459999999999996,0.26180000000000003,0.302,5,False
routereval,beta05_random,all_weak,100,autogen,va_cohort,0.2796,0.2714,0.2879999999999999,5,False
routereval,beta05_random,all_weak,100,langgraph,va_cohort,0.2794,0.26,0.296,5,False
routereval,beta05_random,all_weak,100,llama,va_cohort,0.2836,0.27580000000000005,0.2974,5,False
routereval,beta05_random,all_weak,100,maf,va_cohort,0.27480000000000004,0.2596,0.29,5,False
routereval,beta05_random,all_weak,100,openai,va_cohort,0.2746,0.25697000000000003,0.2912,5,False
routereval,beta05_random,all_weak,100,smol,va_cohort,0.264,0.26,0.26680000000000004,5,False
routereval,cartel,all_weak,100,oracle,-,0.3122,0.2988,0.3258,5,False
routereval,cartel,all_weak,100,MIDIAN-VA (whole population),-,0.2794,0.269,0.2882,5,False
routereval,cartel,all_weak,100,autogen,tfidf,0.26399999999999996,0.2526,0.2744000000000001,5,False
routereval,cartel,all_weak,100,langgraph,tfidf,0.2634,0.24539999999999998,0.2812,5,False
routereval,cartel,all_weak,100,llama,tfidf,0.27799999999999997,0.256,0.293,3,False
routereval,cartel,all_weak,100,maf,tfidf,0.2764,0.2612,0.29159999999999997,5,False
routereval,cartel,all_weak,100,openai,tfidf,0.28099999999999997,0.27460000000000007,0.2918,5,False
routereval,cartel,all_weak,100,smol,tfidf,0.276,0.2652,0.29359999999999997,5,False
routereval,cartel,all_weak,100,autogen,embed,0.2788,0.25739999999999996,0.2954,5,False
routereval,cartel,all_weak,100,langgraph,embed,0.28819999999999996,0.2752,0.3048,5,False
routereval,cartel,all_weak,100,llama,embed,0.27680000000000005,0.2676,0.28700000000000003,5,False
routereval,cartel,all_weak,100,maf,embed,0.28979999999999995,0.2806,0.29979999999999996,5,False
routereval,cartel,all_weak,100,openai,embed,0.27260000000000006,0.2682,0.277,5,False
routereval,cartel,all_weak,100,smol,embed,0.27999999999999997,0.27240000000000003,0.2866000000000001,5,False
routereval,cartel,all_weak,100,autogen,va_cohort,0.2876,0.268785,0.30700000000000005,5,False
routereval,cartel,all_weak,100,langgraph,va_cohort,0.29100000000000004,0.2806,0.3014,5,False
routereval,cartel,all_weak,100,llama,va_cohort,0.27759999999999996,0.2612,0.29400000000000004,5,False
routereval,cartel,all_weak,100,maf,va_cohort,0.29379999999999995,0.2822,0.30419999999999997,5,False
routereval,cartel,all_weak,100,openai,va_cohort,0.28900000000000003,0.2732,0.31,5,False
routereval,cartel,all_weak,100,smol,va_cohort,0.2752,0.26059,0.28879999999999995,5,False
routereval,beta0,strong_to_weak,100,oracle,-,0.792,0.7782,0.8068049999999999,5,False
routereval,beta0,strong_to_weak,100,MIDIAN-VA (whole population),-,0.6694,0.642975,0.694,5,False
routereval,beta0,strong_to_weak,100,autogen,tfidf,0.613,0.5974,0.626,5,False
routereval,beta0,strong_to_weak,100,langgraph,tfidf,0.5828,0.5644,0.5988,5,False
routereval,beta0,strong_to_weak,100,llama,tfidf,0.5715999999999999,0.554195,0.5873999999999999,5,False
routereval,beta0,strong_to_weak,100,maf,tfidf,0.5992,0.5773999999999999,0.6254,5,False
routereval,beta0,strong_to_weak,100,openai,tfidf,0.5688,0.5524,0.5851999999999999,5,False
routereval,beta0,strong_to_weak,100,smol,tfidf,0.556,0.5388000000000001,0.5728,5,False
routereval,beta0,strong_to_weak,100,autogen,embed,0.5837999999999999,0.5622,0.6058,5,False
routereval,beta0,strong_to_weak,100,langgraph,embed,0.5534,0.5238,0.5756,5,False
routereval,beta0,strong_to_weak,100,llama,embed,0.49660000000000004,0.47240000000000004,0.5252000000000001,5,False
routereval,beta0,strong_to_weak,100,maf,embed,0.6208,0.6003999999999999,0.6422,5,False
routereval,beta0,strong_to_weak,100,openai,embed,0.5102,0.485,0.5353999999999999,5,False
routereval,beta0,strong_to_weak,100,smol,embed,0.4718,0.4572,0.4896,5,False
routereval,beta0,strong_to_weak,100,adk,declared,0.741,0.7209999999999999,0.7610049999999999,5,False
routereval,beta0,strong_to_weak,100,autogen,declared,0.7668,0.7571999999999999,0.7764,5,False
routereval,beta0,strong_to_weak,100,camel,declared,0.7756666666666666,0.767,0.7879999999999999,3,False
routereval,beta0,strong_to_weak,100,crewai,declared,0.7532,0.7207999999999999,0.7794399999999999,5,False
routereval,beta0,strong_to_weak,100,langgraph,declared,0.7494000000000001,0.7364,0.7646149999999999,5,False
routereval,beta0,strong_to_weak,100,llama,declared,0.73,0.7132,0.7516,5,False
routereval,beta0,strong_to_weak,100,maf,declared,0.758,0.7449999999999999,0.769,5,False
routereval,beta0,strong_to_weak,100,openai,declared,0.737,0.7293999999999999,0.7462,5,False
routereval,beta0,strong_to_weak,100,smol,declared,0.7516,0.7386,0.76861,5,False
routereval,beta0,strong_to_weak,100,autogen,va_cohort,0.656,0.6354,0.6766,5,False
routereval,beta0,strong_to_weak,100,langgraph,va_cohort,0.6217999999999999,0.6033999999999999,0.635,5,False
routereval,beta0,strong_to_weak,100,llama,va_cohort,0.5982,0.5700000000000001,0.6207999999999999,5,False
routereval,beta0,strong_to_weak,100,maf,va_cohort,0.6498000000000002,0.6237999999999999,0.6826,5,False
routereval,beta0,strong_to_weak,100,openai,va_cohort,0.6226,0.6064,0.644,5,False
routereval,beta0,strong_to_weak,100,smol,va_cohort,0.6068,0.575,0.6437999999999999,5,False
routereval,beta05_random,strong_to_weak,100,oracle,-,0.792,0.7782,0.8068049999999999,5,False
routereval,beta05_random,strong_to_weak,100,MIDIAN-VA (whole population),-,0.662,0.6422000000000001,0.6803999999999999,5,False
routereval,beta05_random,strong_to_weak,100,autogen,tfidf,0.5696,0.5375449999999999,0.6104,5,False
routereval,beta05_random,strong_to_weak,100,langgraph,tfidf,0.5927999999999999,0.5734,0.6123999999999999,5,False
routereval,beta05_random,strong_to_weak,100,llama,tfidf,0.5894,0.5805999999999999,0.5995999999999999,5,False
routereval,beta05_random,strong_to_weak,100,maf,tfidf,0.5793999999999999,0.5613999999999999,0.5984,5,False
routereval,beta05_random,strong_to_weak,100,openai,tfidf,0.5492,0.532,0.565,5,False
routereval,beta05_random,strong_to_weak,100,smol,tfidf,0.556,0.5476000000000001,0.5658,5,False
routereval,beta05_random,strong_to_weak,100,autogen,embed,0.5812,0.56,0.6052000000000001,5,False
routereval,beta05_random,strong_to_weak,100,langgraph,embed,0.5546,0.5348,0.5776,5,False
routereval,beta05_random,strong_to_weak,100,llama,embed,0.5284000000000001,0.5189999999999999,0.5378000000000001,5,False
routereval,beta05_random,strong_to_weak,100,maf,embed,0.5938000000000001,0.5751999999999999,0.6132,5,False
routereval,beta05_random,strong_to_weak,100,openai,embed,0.5332000000000001,0.516195,0.5539999999999999,5,False
routereval,beta05_random,strong_to_weak,100,smol,embed,0.5164,0.4878,0.545,5,False
routereval,beta05_random,strong_to_weak,100,autogen,va_cohort,0.6053999999999999,0.5704,0.6406000000000001,5,False
routereval,beta05_random,strong_to_weak,100,langgraph,va_cohort,0.6023999999999999,0.5734,0.6322000000000001,5,False
routereval,beta05_random,strong_to_weak,100,llama,va_cohort,0.5805999999999999,0.5439999999999999,0.6155999999999999,5,False
routereval,beta05_random,strong_to_weak,100,maf,va_cohort,0.5890000000000001,0.5644,0.6142,5,False
routereval,beta05_random,strong_to_weak,100,openai,va_cohort,0.6042,0.5776,0.6306,5,False
routereval,beta05_random,strong_to_weak,100,smol,va_cohort,0.5801999999999999,0.5568,0.6045999999999999,5,False
routereval,cartel,strong_to_weak,100,oracle,-,0.792,0.7782,0.8068049999999999,5,False
routereval,cartel,strong_to_weak,100,MIDIAN-VA (whole population),-,0.6689999999999999,0.6486,0.6894,5,False
routereval,cartel,strong_to_weak,100,autogen,tfidf,0.5882000000000001,0.5502,0.6218,5,False
routereval,cartel,strong_to_weak,100,langgraph,tfidf,0.5671999999999999,0.5408,0.6010549999999997,5,False
routereval,cartel,strong_to_weak,100,maf,tfidf,0.5516,0.5136000000000001,0.582,5,False
routereval,cartel,strong_to_weak,100,openai,tfidf,0.5674,0.5457850000000001,0.589,5,False
routereval,cartel,strong_to_weak,100,smol,tfidf,0.5624,0.5432,0.5814,5,False
routereval,cartel,strong_to_weak,100,autogen,embed,0.5136000000000001,0.48440000000000005,0.5424049999999999,5,False
routereval,cartel,strong_to_weak,100,langgraph,embed,0.4848,0.4446,0.5208,5,False
routereval,cartel,strong_to_weak,100,llama,embed,0.5018,0.4796,0.5178,5,False
routereval,cartel,strong_to_weak,100,maf,embed,0.5404000000000001,0.5248,0.5559999999999999,5,False
routereval,cartel,strong_to_weak,100,openai,embed,0.5118,0.4878,0.5362,5,False
routereval,cartel,strong_to_weak,100,smol,embed,0.4862,0.46880000000000005,0.5016,5,False
routereval,cartel,strong_to_weak,100,adk,declared,0.5203333333333333,0.511,0.533,3,False
routereval,cartel,strong_to_weak,100,autogen,declared,0.5136666666666667,0.49899999999999994,0.522,3,False
routereval,cartel,strong_to_weak,100,camel,declared,0.561,0.561,0.561,1,False
routereval,cartel,strong_to_weak,100,crewai,declared,0.5489999999999999,0.533,0.564,3,False
routereval,cartel,strong_to_weak,100,langgraph,declared,0.5443333333333333,0.527,0.575,3,False
routereval,cartel,strong_to_weak,100,llama,declared,0.5286666666666666,0.509,0.568,3,False
routereval,cartel,strong_to_weak,100,maf,declared,0.5559999999999999,0.542,0.565,3,False
routereval,cartel,strong_to_weak,100,openai,declared,0.528,0.52,0.542,3,False
routereval,cartel,strong_to_weak,100,smol,declared,0.524,0.513,0.546,3,False
routereval,cartel,strong_to_weak,100,autogen,va_cohort,0.5454,0.5210000000000001,0.5698,5,False
routereval,cartel,strong_to_weak,100,langgraph,va_cohort,0.5650000000000001,0.5438000000000001,0.5862,5,False
routereval,cartel,strong_to_weak,100,llama,va_cohort,0.5598,0.5298,0.589,5,False
routereval,cartel,strong_to_weak,100,maf,va_cohort,0.5556,0.525,0.5801999999999999,5,False
routereval,cartel,strong_to_weak,100,openai,va_cohort,0.5474,0.5374000000000001,0.5576000000000001,5,False
routereval,cartel,strong_to_weak,100,smol,va_cohort,0.5536000000000001,0.5297700000000001,0.5828000000000001,5,False
routereval,beta0,all_strong,1000,oracle,-,0.9026,0.8917999999999999,0.9134,5,False
routereval,beta0,all_strong,1000,MIDIAN-VA (whole population),-,0.7608,0.7542,0.7668,5,False
routereval,beta0,all_strong,1000,adk,tfidf,0.711,0.6748,0.7472,5,False
routereval,beta0,all_strong,1000,autogen,tfidf,0.7266,0.7116,0.7409999999999999,5,False
routereval,beta0,all_strong,1000,crewai,tfidf,0.724,0.7038,0.7454000000000001,5,False
routereval,beta0,all_strong,1000,langgraph,tfidf,0.7217999999999999,0.708,0.7377999999999999,5,False
routereval,beta0,all_strong,1000,llama,tfidf,0.7097999999999999,0.6978,0.7312,5,False
routereval,beta0,all_strong,1000,maf,tfidf,0.7285999999999999,0.7086,0.752,5,False
routereval,beta0,all_strong,1000,openai,tfidf,0.7188000000000001,0.6978000000000001,0.7367999999999999,5,False
routereval,beta0,all_strong,1000,smol,tfidf,0.7116,0.6974,0.7262000000000001,5,False
routereval,beta0,all_strong,1000,autogen,embed,0.7908000000000001,0.7704000000000001,0.819,5,False
routereval,beta0,all_strong,1000,camel,embed,0.788,0.7678,0.8206,5,False
routereval,beta0,all_strong,1000,langgraph,embed,0.7912,0.774,0.8156000000000001,5,False
routereval,beta0,all_strong,1000,llama,embed,0.7482,0.7352000000000001,0.7676000000000001,5,False
routereval,beta0,all_strong,1000,maf,embed,0.7926,0.7712000000000001,0.8142000000000001,5,False
routereval,beta0,all_strong,1000,openai,embed,0.7908,0.7727999999999999,0.8112,5,False
routereval,beta0,all_strong,1000,smol,embed,0.7368,0.7116,0.7662,5,False
routereval,beta0,all_strong,1000,autogen,va_cohort,0.7692,0.7452000000000001,0.7904,5,False
routereval,beta0,all_strong,1000,camel,va_cohort,0.7374,0.7304,0.7444,5,False
routereval,beta0,all_strong,1000,langgraph,va_cohort,0.7262,0.7156,0.7396,5,False
routereval,beta0,all_strong,1000,llama,va_cohort,0.7253999999999999,0.7132,0.7395999999999999,5,False
routereval,beta0,all_strong,1000,maf,va_cohort,0.7282,0.7129999999999999,0.7422000000000001,5,False
routereval,beta0,all_strong,1000,openai,va_cohort,0.7388,0.7262,0.7536,5,False
routereval,beta0,all_strong,1000,smol,va_cohort,0.7666000000000001,0.7516,0.78162,5,False
routereval,beta05_random,all_strong,1000,oracle,-,0.9026,0.8917999999999999,0.9134,5,False
routereval,beta05_random,all_strong,1000,MIDIAN-VA (whole population),-,0.7525999999999999,0.7377999999999999,0.7674,5,False
routereval,beta05_random,all_strong,1000,autogen,embed,0.7434000000000001,0.7139999999999999,0.7699999999999999,5,False
routereval,beta05_random,all_strong,1000,camel,embed,0.7562,0.7444,0.768,5,False
routereval,beta05_random,all_strong,1000,langgraph,embed,0.7305999999999999,0.7096,0.7562,5,False
routereval,beta05_random,all_strong,1000,llama,embed,0.7226,0.7077899999999999,0.7373999999999999,5,False
routereval,beta05_random,all_strong,1000,maf,embed,0.7540000000000001,0.7402,0.7636,5,False
routereval,beta05_random,all_strong,1000,openai,embed,0.7342,0.7232,0.7452,5,False
routereval,beta05_random,all_strong,1000,smol,embed,0.7081999999999999,0.6939949999999999,0.7263999999999999,5,False
routereval,beta05_random,all_strong,1000,autogen,va_cohort,0.7016,0.6900000000000001,0.7132,5,False
routereval,beta05_random,all_strong,1000,camel,va_cohort,0.6993999999999999,0.693,0.7061999999999999,5,False
routereval,beta05_random,all_strong,1000,langgraph,va_cohort,0.6891999999999999,0.6752,0.7026,5,False
routereval,beta05_random,all_strong,1000,llama,va_cohort,0.7046000000000001,0.6908,0.72,5,False
routereval,beta05_random,all_strong,1000,maf,va_cohort,0.6924,0.6734,0.7104,5,False
routereval,beta05_random,all_strong,1000,openai,va_cohort,0.706,0.684,0.7282,5,False
routereval,beta05_random,all_strong,1000,smol,va_cohort,0.7168,0.6988,0.7390000000000001,5,False
routereval,cartel,all_strong,1000,oracle,-,0.9026,0.8917999999999999,0.9134,5,False
routereval,cartel,all_strong,1000,MIDIAN-VA (whole population),-,0.7554000000000001,0.7462,0.769,5,False
routereval,cartel,all_strong,1000,adk,tfidf,0.6966,0.678,0.714,5,False
routereval,cartel,all_strong,1000,autogen,tfidf,0.7128,0.6904000000000001,0.7396,5,False
routereval,cartel,all_strong,1000,crewai,tfidf,0.7133999999999999,0.7005999999999999,0.7262,5,False
routereval,cartel,all_strong,1000,langgraph,tfidf,0.7116,0.6876,0.742805,5,False
routereval,cartel,all_strong,1000,llama,tfidf,0.7158,0.699,0.7333999999999999,5,False
routereval,cartel,all_strong,1000,maf,tfidf,0.7016,0.6832,0.7234,5,False
routereval,cartel,all_strong,1000,openai,tfidf,0.712,0.6910000000000001,0.7412,5,False
routereval,cartel,all_strong,1000,smol,tfidf,0.7182000000000001,0.7026,0.7372,5,False
routereval,cartel,all_strong,1000,autogen,embed,0.7492,0.7255999999999999,0.7742,5,False
routereval,cartel,all_strong,1000,camel,embed,0.7545,0.753,0.756,2,False
routereval,cartel,all_strong,1000,langgraph,embed,0.757,0.7288,0.7852,5,False
routereval,cartel,all_strong,1000,llama,embed,0.7382,0.7172,0.7578000000000001,5,False
routereval,cartel,all_strong,1000,maf,embed,0.7542,0.7285999999999999,0.7796000000000001,5,False
routereval,cartel,all_strong,1000,openai,embed,0.7548,0.7255999999999998,0.7868,5,False
routereval,cartel,all_strong,1000,smol,embed,0.7428,0.7263999999999999,0.7592000000000001,5,False
routereval,cartel,all_strong,1000,autogen,va_cohort,0.6726,0.6487999999999999,0.6975999999999999,5,False
routereval,cartel,all_strong,1000,camel,va_cohort,0.703,0.703,0.703,1,False
routereval,cartel,all_strong,1000,langgraph,va_cohort,0.6734,0.659,0.685,5,False
routereval,cartel,all_strong,1000,llama,va_cohort,0.6988,0.6872,0.7125999999999999,5,False
routereval,cartel,all_strong,1000,maf,va_cohort,0.6885999999999999,0.672,0.7051999999999999,5,False
routereval,cartel,all_strong,1000,openai,va_cohort,0.6849999999999999,0.6682,0.697,5,False
routereval,cartel,all_strong,1000,smol,va_cohort,0.7202,0.7024,0.7362,5,False
routereval,beta0,all_weak,1000,oracle,-,0.46580000000000005,0.45520000000000005,0.4768,5,False
routereval,beta0,all_weak,1000,MIDIAN-VA (whole population),-,0.3766,0.35197,0.4056,5,False
routereval,beta0,all_weak,1000,adk,tfidf,0.26680000000000004,0.25359,0.2772,5,False
routereval,beta0,all_weak,1000,autogen,tfidf,0.26739999999999997,0.2488,0.2824149999999999,5,False
routereval,beta0,all_weak,1000,crewai,tfidf,0.2836,0.26980000000000004,0.2974,5,False
routereval,beta0,all_weak,1000,langgraph,tfidf,0.2684,0.2624,0.27440000000000003,5,False
routereval,beta0,all_weak,1000,llama,tfidf,0.2814,0.259,0.297,5,False
routereval,beta0,all_weak,1000,maf,tfidf,0.2792,0.25339999999999996,0.30460000000000004,5,False
routereval,beta0,all_weak,1000,openai,tfidf,0.26880000000000004,0.2474,0.2902,5,False
routereval,beta0,all_weak,1000,smol,tfidf,0.25400000000000006,0.24000000000000005,0.263,5,False
routereval,beta0,all_weak,1000,autogen,embed,0.36199999999999993,0.3514,0.3748,5,False
routereval,beta0,all_weak,1000,camel,embed,0.368,0.3556,0.3836,5,False
routereval,beta0,all_weak,1000,langgraph,embed,0.34880000000000005,0.33920000000000006,0.35839999999999994,5,False
routereval,beta0,all_weak,1000,llama,embed,0.3088,0.2914,0.32680000000000003,5,False
routereval,beta0,all_weak,1000,maf,embed,0.3766,0.3644,0.39060000000000006,5,False
routereval,beta0,all_weak,1000,openai,embed,0.35839999999999994,0.341595,0.374,5,False
routereval,beta0,all_weak,1000,smol,embed,0.29219999999999996,0.26258000000000004,0.33119999999999994,5,False
routereval,beta0,all_weak,1000,autogen,va_cohort,0.3538,0.33797999999999995,0.37039999999999995,5,False
routereval,beta0,all_weak,1000,camel,va_cohort,0.34740000000000004,0.3318,0.36299999999999993,5,False
routereval,beta0,all_weak,1000,langgraph,va_cohort,0.3596,0.33080000000000004,0.38839999999999997,5,False
routereval,beta0,all_weak,1000,llama,va_cohort,0.3418,0.3222,0.35619999999999996,5,False
routereval,beta0,all_weak,1000,maf,va_cohort,0.3588,0.34619999999999995,0.37039999999999995,5,False
routereval,beta0,all_weak,1000,openai,va_cohort,0.35619999999999996,0.3438,0.3656,5,False
routereval,beta0,all_weak,1000,smol,va_cohort,0.34099999999999997,0.32839999999999997,0.34819999999999995,5,False
routereval,beta05_random,all_weak,1000,oracle,-,0.46580000000000005,0.45520000000000005,0.4768,5,False
routereval,beta05_random,all_weak,1000,MIDIAN-VA (whole population),-,0.351,0.3362,0.3658,5,False
routereval,beta05_random,all_weak,1000,autogen,embed,0.3228,0.31239500000000003,0.3336,5,False
routereval,beta05_random,all_weak,1000,camel,embed,0.3478,0.336785,0.362,5,False
routereval,beta05_random,all_weak,1000,langgraph,embed,0.3244,0.3146,0.335,5,False
routereval,beta05_random,all_weak,1000,llama,embed,0.3016,0.293385,0.3088,5,False
routereval,beta05_random,all_weak,1000,maf,embed,0.3394,0.3282,0.35600000000000004,5,False
routereval,beta05_random,all_weak,1000,openai,embed,0.3284,0.3084,0.345,5,False
routereval,beta05_random,all_weak,1000,smol,embed,0.2952,0.27380000000000004,0.3238,5,False
routereval,beta05_random,all_weak,1000,autogen,va_cohort,0.34299999999999997,0.31579999999999997,0.3774,5,False
routereval,beta05_random,all_weak,1000,camel,va_cohort,0.3346,0.30900000000000005,0.3602,5,False
routereval,beta05_random,all_weak,1000,langgraph,va_cohort,0.3276,0.3166,0.3386,5,False
routereval,beta05_random,all_weak,1000,llama,va_cohort,0.3442,0.31439999999999996,0.374,5,False
routereval,beta05_random,all_weak,1000,maf,va_cohort,0.3274,0.3114,0.3466,5,False
routereval,beta05_random,all_weak,1000,openai,va_cohort,0.3306,0.3116,0.3496,5,False
routereval,beta05_random,all_weak,1000,smol,va_cohort,0.33099999999999996,0.3092,0.3564,5,False
routereval,cartel,all_weak,1000,oracle,-,0.46580000000000005,0.45520000000000005,0.4768,5,False
routereval,cartel,all_weak,1000,MIDIAN-VA (whole population),-,0.37140000000000006,0.35,0.3932,5,False
routereval,cartel,all_weak,1000,adk,tfidf,0.2604,0.25137000000000004,0.2712,5,False
routereval,cartel,all_weak,1000,autogen,tfidf,0.25060000000000004,0.2424,0.26020000000000004,5,False
routereval,cartel,all_weak,1000,crewai,tfidf,0.26320000000000005,0.25179999999999997,0.2732,5,False
routereval,cartel,all_weak,1000,langgraph,tfidf,0.2548,0.24159999999999998,0.26799999999999996,5,False
routereval,cartel,all_weak,1000,llama,tfidf,0.257,0.2504,0.2636,5,False
routereval,cartel,all_weak,1000,maf,tfidf,0.27599999999999997,0.269,0.283,5,False
routereval,cartel,all_weak,1000,openai,tfidf,0.2542,0.24139999999999998,0.2682,5,False
routereval,cartel,all_weak,1000,smol,tfidf,0.2518,0.2468,0.2576,5,False
routereval,cartel,all_weak,1000,autogen,embed,0.2958,0.2712,0.31779999999999997,5,False
routereval,cartel,all_weak,1000,camel,embed,0.327,0.327,0.327,1,False
routereval,cartel,all_weak,1000,langgraph,embed,0.28099999999999997,0.2718,0.2904,5,False
routereval,cartel,all_weak,1000,llama,embed,0.2838,0.269,0.2948,5,False
routereval,cartel,all_weak,1000,maf,embed,0.2906,0.2808,0.3064,5,False
routereval,cartel,all_weak,1000,openai,embed,0.275,0.2556,0.29779999999999995,5,False
routereval,cartel,all_weak,1000,smol,embed,0.302,0.27640000000000003,0.3402,5,False
routereval,cartel,all_weak,1000,autogen,va_cohort,0.3134,0.2886,0.34019999999999995,5,False
routereval,cartel,all_weak,1000,camel,va_cohort,0.286,0.286,0.286,1,False
routereval,cartel,all_weak,1000,langgraph,va_cohort,0.3074,0.2756,0.3342,5,False
routereval,cartel,all_weak,1000,llama,va_cohort,0.3324,0.3218,0.341,5,False
routereval,cartel,all_weak,1000,maf,va_cohort,0.3174,0.30799999999999994,0.3306,5,False
routereval,cartel,all_weak,1000,openai,va_cohort,0.3156,0.3048,0.32839999999999997,5,False
routereval,cartel,all_weak,1000,smol,va_cohort,0.30920000000000003,0.2924,0.3306,5,False
routereval,beta0,strong_to_weak,1000,oracle,-,0.8722,0.8615999999999999,0.883,5,False
routereval,beta0,strong_to_weak,1000,MIDIAN-VA (whole population),-,0.7129999999999999,0.6937999999999999,0.7322299999999999,5,False
routereval,beta0,strong_to_weak,1000,adk,tfidf,0.5795999999999999,0.5702,0.5871999999999999,5,False
routereval,beta0,strong_to_weak,1000,autogen,tfidf,0.583,0.5648000000000001,0.6062000000000001,5,False
routereval,beta0,strong_to_weak,1000,camel,tfidf,0.58225,0.5625,0.59775,4,False
routereval,beta0,strong_to_weak,1000,crewai,tfidf,0.5721999999999999,0.5442000000000001,0.5965999999999999,5,False
routereval,beta0,strong_to_weak,1000,langgraph,tfidf,0.5780000000000001,0.5682,0.5873999999999999,5,False
routereval,beta0,strong_to_weak,1000,llama,tfidf,0.5692,0.5514000000000001,0.5908,5,False
routereval,beta0,strong_to_weak,1000,maf,tfidf,0.5882,0.5637700000000001,0.6142199999999999,5,False
routereval,beta0,strong_to_weak,1000,openai,tfidf,0.5970000000000001,0.5748,0.6152,5,False
routereval,beta0,strong_to_weak,1000,smol,tfidf,0.5716,0.5538000000000001,0.5926,5,False
routereval,beta0,strong_to_weak,1000,autogen,embed,0.5782,0.54399,0.615,5,False
routereval,beta0,strong_to_weak,1000,camel,embed,0.5791999999999999,0.5538,0.6066499999999998,5,False
routereval,beta0,strong_to_weak,1000,langgraph,embed,0.5556,0.5144,0.5913999999999999,5,False
routereval,beta0,strong_to_weak,1000,llama,embed,0.481,0.4412,0.518,5,False
routereval,beta0,strong_to_weak,1000,maf,embed,0.589,0.574195,0.6048,5,False
routereval,beta0,strong_to_weak,1000,openai,embed,0.5628,0.5324,0.5932000000000001,5,False
routereval,beta0,strong_to_weak,1000,smol,embed,0.4514,0.41459999999999997,0.48719999999999997,5,False
routereval,beta0,strong_to_weak,1000,autogen,va_cohort,0.6732,0.6492,0.69721,5,False
routereval,beta0,strong_to_weak,1000,camel,va_cohort,0.6592,0.6352,0.6832,5,False
routereval,beta0,strong_to_weak,1000,langgraph,va_cohort,0.6454,0.6312,0.6598699999999996,5,False
routereval,beta0,strong_to_weak,1000,llama,va_cohort,0.5962,0.5744,0.6157999999999999,5,False
routereval,beta0,strong_to_weak,1000,maf,va_cohort,0.6654000000000001,0.6365999999999999,0.6885999999999999,5,False
routereval,beta0,strong_to_weak,1000,openai,va_cohort,0.6552,0.637,0.6746000000000001,5,False
routereval,beta0,strong_to_weak,1000,smol,va_cohort,0.6891999999999999,0.656,0.7336,5,False
routereval,beta05_random,strong_to_weak,1000,oracle,-,0.8722,0.8615999999999999,0.883,5,False
routereval,beta05_random,strong_to_weak,1000,MIDIAN-VA (whole population),-,0.698,0.6776,0.7183999999999999,5,False
routereval,beta05_random,strong_to_weak,1000,autogen,embed,0.5716,0.5324,0.6135999999999999,5,False
routereval,beta05_random,strong_to_weak,1000,camel,embed,0.5508,0.5232000000000001,0.5791999999999999,5,False
routereval,beta05_random,strong_to_weak,1000,langgraph,embed,0.5362,0.5284000000000001,0.5436,5,False
routereval,beta05_random,strong_to_weak,1000,llama,embed,0.48900000000000005,0.45198000000000005,0.5267999999999999,5,False
routereval,beta05_random,strong_to_weak,1000,maf,embed,0.5673999999999999,0.5282,0.5965999999999999,5,False
